,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
10,1e719937-620d-4484-b44d-fbdacf1f9334,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Quality change option in mobile present or not,4,0,9.42.1,2024-11-18 03:28:00,,,9.42.1
11,2b219f2e-e266-4c68-9046-5344df76397b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"In the mobile app, once I view the video lecture completely it either automatically suggests go to next course or documents, but I need to watch the video again",2,0,9.42.1,2024-11-18 01:16:24,"Hi Pranav, thanks for reaching out and I’m sorry for the trouble. Please reach out to us through the following link so we can assist you directly: https://support.udemy.com/hc/en-us. Thank you for your understanding!",2024-11-18 05:29:54,9.42.1
12,02925b1c-1b46-44a4-94c7-8a48cb18c875,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great app,5,0,9.42.1,2024-11-18 01:14:09,,,9.42.1
13,6eedfaea-121f-46b7-ac62-bcf4428b3050,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Nice app.,4,0,9.42.1,2024-11-17 22:44:31,,,9.42.1
14,07b1bd87-1b5c-4b5d-bdc6-72d56391ddb9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I have understood it very well...thank you Sir...keep it up 😊,5,0,9.42.1,2024-11-17 18:38:23,,,9.42.1
15,e14336c2-cee1-4b3e-b73c-7e08570fd3cc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,thank you 💕🇧🇩,5,0,9.42.0,2024-11-17 16:24:09,,,9.42.0
16,d19fa692-9f7e-4b99-af4b-114faf3682ac,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I enjoy the udemy app for 2 main reasons. One because I can study at my own speed. And two, any time I like, I can replay or rewind and start over, repeat, or skip a lecture.",5,0,9.42.0,2024-11-17 13:24:37,,,9.42.0
17,9e393740-66f5-4ccf-9f5b-4bc0e68e5b71,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best app to improve your skills 👌 👏 🙌,5,0,9.42.1,2024-11-17 11:21:16,,,9.42.1
18,62baa854-d20d-47ee-9c3a-dd3c6f1aeb3f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I only completed 18% of the 25-hour course, and unfortunately, it did not meet my expectations. I submitted a refund request within one week of enrolling, yet Udemy is now denying my request. Can you please explain why? Am I expected to make a decision about the course's suitability after watching just a few videos? I completed 18%, and I would appreciate a prompt refund.",1,0,9.42.1,2024-11-17 11:15:30,"Hi Raghav,

Thanks for reaching out. Please visit our Help Center (https://support.udemy.com), which has extensive resources to help resolve issues.

You can also submit a request to our support team via the Help Center and provide them with more information.

Thank you.",2024-11-17 13:20:52,9.42.1
19,edb87fc2-a927-4d66-9b49-bd9a3e531699,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Update 2: After an update, the problem is solved. Update 1: Used the link posted in the reply. It did not solve the problem. I submitted a ticket through the virtual assistant. No reply so far. ------ I can not use it as an instructor. I go to the settings page, and I see ""Become an instructor"", and there is no option to ""switch to instructor view"".",4,0,9.42.1,2024-11-17 07:30:00,"Hi Hesham, thanks for reaching out and I’m sorry for the trouble. Please reach out to us through the following link so we can assist you directly: https://support.udemy.com/hc/en-us. Thank you for your understanding!",2024-11-11 07:51:22,9.42.1
20,bd175bf4-503c-466e-81cf-423ad2d882bf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It is best app for children but it's most videos are in English,3,0,9.42.1,2024-11-17 06:15:32,"Hi Vasudev,

Thanks for reaching out. Please visit our Help Center (https://support.udemy.com), which has extensive resources to help resolve issues.

You can also submit a request to our support team via the Help Center and provide them with more information.

Thank you.",2024-11-17 13:19:22,9.42.1
21,9d64ed88-12a9-4a6f-91d3-c0c77eb6cee3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Reasonable price yet skillfull teachers,5,0,9.42.1,2024-11-17 04:02:16,,,9.42.1
22,3e782c83-a488-4cd1-85b9-2ce95296c855,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App is great but No TV app and Casting is worst,3,0,9.42.1,2024-11-16 17:50:36,"Hi Mithil,

Thanks for reaching out. Please visit our Help Center (https://support.udemy.com), which has extensive resources to help resolve issues.

You can also submit a request to our support team via the Help Center and provide them with more information.

Thank you",2024-11-17 13:17:44,9.42.1
23,1961015e-347f-4897-ac40-78e60a0c1319,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very useful,5,0,9.42.0,2024-11-16 15:07:12,,,9.42.0
24,1489cd6c-9bae-46cf-a475-cc6da1de938b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App is crashed I downloaded vedios to watch offline but its not playing When play non downloaded vedios .. they are playing clearly ... So i uninstalled the app 🤦‍♂️ i tried to re install and login .. Now its asking me to reset password And the reset password option is not allowing me to click there 🤺,2,0,9.42.1,2024-11-16 12:14:11,"Hi Anand,

Thanks for reaching out. Please visit our Help Center (https://support.udemy.com), which has extensive resources to help resolve issues.

You can also submit a request to our support team via the Help Center and provide them with more information.

Thank you.",2024-11-17 13:18:01,9.42.1
25,d7537607-7c11-43f0-83da-919bcb822e92,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This Company is Fraud , For refund Requesting, Their Options are , Not Available, in app Manage Subscription option Does not open , Very Confusing, it Deducted my Money, 3 times , No Customer care Number , Chat Options Are just Keep you asking Questions, but Not Make you Easy Accesss for Refund, no live Agent, Available.",1,0,9.42.0,2024-11-16 12:10:10,"Hi Akshay,

Thanks for reaching out. Please visit our Help Center (https://support.udemy.com), which has extensive resources to help resolve issues.

You can also submit a request to our support team via the Help Center and provide them with more information.

Thank you.",2024-11-17 13:18:38,9.42.0
26,9e842278-faee-4184-8acd-4b516123ccd5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ever since I updated it last week, whenever I download for offline viewing I can't play the videos. There's no difference between a downloaded video and one that's not downloaded. Even after downloading it won't play unless I connect to the Internet. I took my time to download three courses and now I can't play them.",2,0,9.42.1,2024-11-16 11:29:28,"Hi Ramadan,

Thanks for reaching out. Please visit our Help Center (https://support.udemy.com), which has extensive resources to help resolve issues.

You can also submit a request to our support team via the Help Center and provide them with more information.

Thank you.",2024-11-17 13:22:29,9.42.1
27,0b2891fd-ddab-4b5e-8457-0daa58efb30f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this is a really good app for learning skills I personally think there is no better app for learning programming but really this is good,5,0,9.42.1,2024-11-16 08:28:16,,,9.42.1
28,5d52e851-e460-4286-9ff4-37b9d108f8cc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Worst app i have ever seen, got log out while watching lecture. Don't have proper login page as well. Frustrated now for logging again and again, while watching lecture.",1,0,,2024-11-16 05:51:23,"Hi Kunal,

Thanks for reaching out. Please visit our Help Center (https://support.udemy.com), which has extensive resources to help resolve issues.

You can also submit a request to our support team via the Help Center and provide them with more information.

Thank you.",2024-11-17 13:22:54,
29,a0e98805-ab3c-4904-a3f4-c5cab0f4f591,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Because I have downloaded my course and get MSG's saying udemy has stopped working. Please sort it out,1,0,9.42.1,2024-11-16 03:38:36,"Hi Dale,

Thanks for reaching out. Please visit our Help Center (https://support.udemy.com), which has extensive resources to help resolve issues.

You can also submit a request to our support team via the Help Center and provide them with more information.

Thank you.",2024-11-17 13:18:20,9.42.1
30,2b249f28-a828-415a-a566-e64f3a4879dd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice yeah,5,0,9.42.1,2024-11-15 19:18:39,,,9.42.1
31,90359904-4b49-40b8-ad95-ccdd4a635660,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Offers great value👍,4,0,9.42.1,2024-11-15 18:07:30,,,9.42.1
32,35ad6736-298c-4b8f-8e92-b6104a3ebc2c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Can't login.,1,0,9.42.1,2024-11-15 16:48:26,"Hi. Thanks for reaching out. Please visit our Help Center (https://support.udemy.com), which has extensive resources to help resolve issues. You can also submit a request to our support team via the Help Center and provide them with more information. Thank you.",2024-11-15 17:17:47,9.42.1
33,4db12442-e32c-43f8-837e-03d030f3a1b5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great learning app,5,0,9.42.1,2024-11-15 11:53:13,,,9.42.1
34,72e9b8ec-77f4-4389-b056-ce4f3f70f870,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,awesome 👍,5,0,9.42.1,2024-11-15 07:05:12,,,9.42.1
35,06f88283-2077-455e-86ab-10e2c1f08887,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,awesome,5,0,9.42.0,2024-11-15 06:39:36,,,9.42.0
36,b5eb54d7-9958-4953-8953-a6808d31c5ea,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excellent app. very interesting app and topics,5,0,9.41.2,2024-11-15 06:02:37,,,9.41.2
37,8ae0e589-e9a1-47f0-b8cc-e6ea3f5343e2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"friendly ui, contents are superb",5,0,9.42.0,2024-11-15 04:47:53,,,9.42.0
38,0c87f982-6320-4fc3-91c7-412ea545dddc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,3,0,,2024-11-15 04:11:15,,,
39,dd7e4bf0-7a73-4485-ab55-45c3b7b95e69,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I like this app,5,0,9.42.1,2024-11-15 02:32:29,,,9.42.1
40,34313100-5326-4718-a967-0c70a7a18a3f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"1. Constantly locks me out and I have to sign in again, no option to change the time out length. 2. Screen buttons don't fade out after tapping screen, have to tap again to brighten screen up. 3. Playback speed controls need to be much finer, at least in 10% increments, better 5... 25% is crazy and often too fast! 4. No option to use biometrics to login! 5. Often can't login at all due to ""technical issues"". And and and... Amazing content and I use the website a lot but the app needs work!",2,0,9.42.1,2024-11-14 23:45:51,"Hi David,

Thanks for reaching out and we apologize for any inconvenience.

Please visit our Help Center (https://support.udemy.com), which has extensive resources to help resolve issues. You can also submit a request to our support team via the Help Center and provide them with more information.

Thank you.",2024-11-14 23:48:53,9.42.1
41,ffe55289-7247-4ce4-b33e-f7756c1456b7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Awesome app got a cloud certificate and learned a side hustle in which my books are now for sale on kdp, Lulu and Google books. An Introduction to Enumeration and OSINT, An Introduction to Cybersecurity",5,0,9.42.0,2024-11-14 19:59:03,,,9.42.0
42,21a7d52d-fe4f-4986-aa64-3109948d3aba,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Lovely,5,0,9.42.1,2024-11-14 18:25:38,,,9.42.1
43,323420a2-919b-4f9f-9204-8bd6bbe0224d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I am not able to login from Android app. 😔 No error is displayed. But from PC and in mobile browser I am able to login. This issue happened when I removed account from my Android udemy app now I am not able to login with account (present account). Please Fix... this issue as I am not able use udemy on my phone on the go. This issue happened to my frd as well. Thank you,5,0,,2024-11-14 18:11:18,"Hi. Thanks for reaching out. Please visit our Help Center (https://support.udemy.com), which has extensive resources to help resolve issues. You can also submit a request to our support team via the Help Center and provide them with more information. Thank you.

Udemy support team,",2024-11-14 18:28:23,
44,302a7944-15aa-4670-9181-2fc4c5417b26,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,For instructor it is really one of the worst platform for uploading course. Rating system is totally flawed and now I have no fear to crticize it openly. Just one bad review can bring your course rating very low and after that inspite of getting so many 5* review your course ratings barely moves by 0.2-0.3 points. I mean seriously?????? Udemy earns by the hardwork of instructors courses and this is how you treat them?? Totally biased review system which makes no sense. PATHETIC!!!!!!!!,1,0,,2024-11-14 14:38:35,"Hi Reeba,

Thanks for reaching out. Please visit our Help Center (https://support.udemy.com), which has extensive resources to help resolve issues.

You can also submit a request to our support team via the Help Center and provide them with more information.

Thank you.",2024-11-14 14:50:49,
45,0e4caa43-301f-40ec-b0ec-f9bb9fd3d10e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Hey udemy. I want to report a minor bug. When you refresh wishlist page. All the courses disappear. Rest your app and idea is awesome and budget friendly,5,0,9.7.0,2024-11-14 07:13:51,,,9.7.0
46,f7ff27de-8aa9-46c3-b35a-40a3613175f3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"very useful, educative, informative and very user friendly.",5,0,,2024-11-14 03:03:47,,,
47,a8344389-ba0f-481c-83e5-3e10b6f82a7f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"A wonderful app to learn and gain valuable skills. You have to be a little mindful while selecting which course to go for, but the ratings are very appropriate and the demo videos really help to gauge the quality of the content of the courses. 4 stars because I just have one issue, taking notes should be made easier and more thorough, especially for mobile devices, if they can find a way to make note taking easier that would be a game changer.",4,6,9.42.1,2024-11-14 00:39:28,,,9.42.1
48,190be634-4bef-4ceb-aeaf-8a38e0a4d27d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very helpful,5,0,9.42.0,2024-11-13 20:43:51,,,9.42.0
49,8f21936e-fe7b-4cf5-b3f6-957f334b993d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,life changing platform ✔️,5,0,9.42.0,2024-11-13 19:44:47,,,9.42.0
50,72ca5e2c-e3b5-456a-90cb-2fdc017934de,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excellent,5,0,9.42.0,2024-11-13 17:32:46,,,9.42.0
51,971cff0b-2923-4292-a068-9209ded54edc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Problem facing with change in video quality. You cannot change video quality of some of video, it always runs on FHD. It requires 1-1.5gb of internet for one video only. I have bought a course of math for class 11 and 12 but i am not using it anymore. I have wasted my money ₹500. Udemy tell thay 100% money back guaranty but its totally fake, it return your money in their own wallet so you can use that money for another course purchasing. Return my money",1,0,9.39.1,2024-11-13 16:59:11,"Hi Prashant,

Thanks for reaching out and we apologize for any inconvenience.

Please visit our Help Center (https://support.udemy.com), which has extensive resources to help resolve issues. You can also submit a request to our support team via the Help Center and provide them with more information.

Thank you.",2024-11-13 18:13:00,9.39.1
52,6a2faa2d-1fb9-41e5-b4c5-7e67fe91b265,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I have taken more than 10 udemy courses but recruiters didn't recognized udemy certificate,3,0,,2024-11-13 16:03:22,"Hi. Thanks for reaching out. Please visit our Help Center (https://support.udemy.com), which has extensive resources to help resolve issues. You can also submit a request to our support team via the Help Center and provide them with more information. Thank you.",2024-11-13 16:28:51,
53,197f9991-a673-44ec-964c-b86106a187ee,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👌 Awesome,5,0,9.41.2,2024-11-13 14:52:40,,,9.41.2
54,84104a72-4735-4398-aa7e-be365dbb2075,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This app has been consistently buggy. Udemy service is great but the app was buggy on my pixel 3, pixal 6, and now my Galaxy s24 as well. Latest bug seems to be particularly bad. If I turn on Bluetooth while running the app, Bluetooth flips on and off bunch of times, and then crashes the whole phone. Yes the whole Android OS! I have not seen any other app do that. I was able to repeat this three times! Same test with Spotify, audible and YouTube did not show any problems.",1,0,9.37.0,2024-11-13 14:01:47,"Hi. Thanks for reaching out. Please visit our Help Center (https://support.udemy.com), which has extensive resources to help resolve issues. You can also submit a request to our support team via the Help Center and provide them with more information. Thank you.",2024-11-13 14:57:58,9.37.0
55,8d9ccc0b-d7ad-43e7-a29c-78a082b60734,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Why is the video always buffer. Change the video player,5,0,9.42.0,2024-11-13 12:05:43,"Hi Abdul, we apologize for the trouble caused by the reported video issues. Please contact us via our Help Center (https://support.udemy.com), so that we can better assist you regarding the issue. Thanks!",2024-07-05 09:27:14,9.42.0
56,f36c07b4-6949-45ec-b4bc-2d8e352b2bd8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great app! Please I can't access my courses again with the app both downloaded and online. Please rectify it ASAP.,4,0,9.42.0,2024-11-13 11:46:46,,,9.42.0
57,059f3a68-72bd-4e05-8cf9-7e566d3402f3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,EDUCATIONAL,5,0,9.42.0,2024-11-13 11:12:22,,,9.42.0
58,a4e137ec-7313-4c86-8a44-dbd5106364e1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,One star...I am not able to sign in,1,0,9.42.0,2024-11-13 10:04:00,"Hi Madhu, thanks for reaching out and I’m sorry for the trouble. Please reach out to us through the following link so we can assist you directly: https://support.udemy.com/hc/en-us. Thank you for your understanding!",2024-11-13 10:14:57,9.42.0
